"customer_key","customer_id","customer_name","segment","city","country","signup_date"
2404,"CUS002404","Joel Williams Jr.","Consumer","Chicago","USA","2023-07-11"
2405,"CUS002405","Tamara Reed","Consumer","Hamburg","Germany","2023-07-28"
2406,"CUS002406","Rebecca Myers","Consumer","Leeds","United Kingdom","2022-11-07"
2407,"CUS002407","Sarah Perry","Consumer","Manchester","United Kingdom","2023-10-29"
2408,"CUS002408","Luke Reynolds","Consumer","Rotterdam","Netherlands","2021-12-03"
2409,"CUS002409","Matthew Hale","Consumer","London","United Kingdom","2019-12-01"
2410,"CUS002410","Michael Williams","Consumer","Glasgow","United Kingdom","2021-11-21"
2411,"CUS002411","Brooke Khan","Consumer","Birmingham","United Kingdom","2025-03-31"
2412,"CUS002412","Mary Jones","Consumer","Manchester","United Kingdom","2019-01-08"
2413,"CUS002413","Stephanie Kerr","Consumer","Madrid","Spain","2023-04-25"
2414,"CUS002414","Philip Martinez","Small Business","Glasgow","United Kingdom","2025-04-26"
2415,"CUS002415","Pedro Gordon","Online Reseller","Nottingham","United Kingdom","2021-02-11"
2416,"CUS002416","Jennifer Martin","Consumer","Lyon","France","2021-06-13"
2417,"CUS002417","Andrew Johnson","Small Business","Madrid","Spain","2020-09-25"
2418,"CUS002418","Megan Murray","Consumer","Hamburg","Germany","2023-12-11"
2419,"CUS002419","James Lee","Consumer","Paris","France","2023-12-29"
2420,"CUS002420","David Fletcher","Online Reseller","Nottingham","United Kingdom","2020-05-07"
2421,"CUS002421","Michael Marshall","Online Reseller","Chicago","USA","2020-03-17"
2422,"CUS002422","Bradley Sandoval","Corporate","London","United Kingdom","2020-11-16"
2423,"CUS002423","Jessica Ruiz","Consumer","Barcelona","Spain","2020-09-27"
2424,"CUS002424","Christopher Roberson","Online Reseller","Barcelona","Spain","2025-02-22"
2425,"CUS002425","Cassandra Martinez","Online Reseller","Rotterdam","Netherlands","2025-03-21"
2426,"CUS002426","Caroline Powers","Consumer","London","United Kingdom","2021-09-07"
2427,"CUS002427","Donald Alexander","Consumer","Barcelona","Spain","2023-07-14"
2428,"CUS002428","Miguel Stafford","Small Business","Nottingham","United Kingdom","2024-05-21"
2429,"CUS002429","Jessica Williams","Corporate","Austin","USA","2025-08-18"
2430,"CUS002430","Kelly Bates","Consumer","Birmingham","United Kingdom","2022-08-05"
2431,"CUS002431","Ashley Vaughn","Small Business","Barcelona","Spain","2021-04-03"
2432,"CUS002432","Kyle Williams","Consumer","London","United Kingdom","2021-03-22"
2433,"CUS002433","Dakota Wright","Consumer","Bristol","United Kingdom","2023-11-18"
2434,"CUS002434","Christina Smith","Consumer","Leeds","United Kingdom","2020-03-03"
2435,"CUS002435","Adrian Hoover","Corporate","Leeds","United Kingdom","2022-06-06"
2436,"CUS002436","Amy Benjamin","Small Business","Cork","Ireland","2019-08-14"
2437,"CUS002437","Russell Beck","Consumer","Dublin","Ireland","2020-01-01"
2438,"CUS002438","Amanda Hunt","Corporate","Birmingham","United Kingdom","2025-05-28"
2439,"CUS002439","Erica Sims","Consumer","Hamburg","Germany","2019-07-16"
2440,"CUS002440","Taylor Foster","Online Reseller","Berlin","Germany","2023-04-26"
2441,"CUS002441","David Rodriguez","Consumer","Birmingham","United Kingdom","2023-11-12"
2442,"CUS002442","Adrian Valdez","Small Business","Austin","USA","2024-09-14"
2443,"CUS002443","Daniel Robinson","Consumer","Bristol","United Kingdom","2021-05-28"
2444,"CUS002444","Diana Hanson","Small Business","London","United Kingdom","2022-08-04"
2445,"CUS002445","Stephen Jenkins","Consumer","London","United Kingdom","2025-05-28"
2446,"CUS002446","Kathryn Mooney","Consumer","Paris","France","2023-04-12"
2447,"CUS002447","Raven Nielsen","Consumer","Bristol","United Kingdom","2022-04-04"
2448,"CUS002448","Darlene Davis","Corporate","London","United Kingdom","2022-09-16"
2449,"CUS002449","Mark Price","Small Business","Barcelona","Spain","2023-03-03"
2450,"CUS002450","Patricia Anderson","Consumer","Barcelona","Spain","2020-08-03"
2451,"CUS002451","Philip Watts","Corporate","Hamburg","Germany","2023-09-28"
2452,"CUS002452","Mary Jones","Consumer","Lyon","France","2022-01-21"
2453,"CUS002453","Thomas Cole","Consumer","Nottingham","United Kingdom","2023-08-22"
2454,"CUS002454","Natalie Gordon","Small Business","Glasgow","United Kingdom","2024-06-22"
2455,"CUS002455","Alexis Smith","Corporate","Nottingham","United Kingdom","2023-06-08"
2456,"CUS002456","Becky Young","Consumer","Glasgow","United Kingdom","2021-07-02"
2457,"CUS002457","David Miller","Consumer","Nottingham","United Kingdom","2024-06-24"
2458,"CUS002458","Jonathan Harris","Consumer","Birmingham","United Kingdom","2021-11-16"
2459,"CUS002459","Martin Young","Consumer","Barcelona","Spain","2022-03-19"
2460,"CUS002460","Virginia Wallace","Consumer","Birmingham","United Kingdom","2020-05-04"
2461,"CUS002461","Brandy Stewart","Online Reseller","London","United Kingdom","2025-03-22"
2462,"CUS002462","Amanda Conner","Consumer","Amsterdam","Netherlands","2019-05-27"
2463,"CUS002463","Robert Christensen","Consumer","Dublin","Ireland","2019-06-05"
2464,"CUS002464","Nicholas Cooper","Consumer","Amsterdam","Netherlands","2019-10-04"
2465,"CUS002465","Anthony Hardin","Consumer","Birmingham","United Kingdom","2020-08-07"
2466,"CUS002466","Rebecca Horton MD","Consumer","Glasgow","United Kingdom","2024-08-24"
2467,"CUS002467","Kelly White","Small Business","New York","USA","2022-07-26"
2468,"CUS002468","Amy Vasquez","Online Reseller","Nottingham","United Kingdom","2022-10-30"
2469,"CUS002469","Amy Braun","Small Business","Rotterdam","Netherlands","2022-12-05"
2470,"CUS002470","Beth Thompson","Consumer","Dublin","Ireland","2020-09-19"
2471,"CUS002471","Rebecca Harris","Consumer","Madrid","Spain","2021-03-07"
2472,"CUS002472","Jessica Mcdonald","Consumer","Bristol","United Kingdom","2023-12-10"
2473,"CUS002473","Craig Coleman","Corporate","London","United Kingdom","2022-03-24"
2474,"CUS002474","Elizabeth Ray","Consumer","Berlin","Germany","2022-07-24"
2475,"CUS002475","Christina Huffman","Consumer","Bristol","United Kingdom","2024-10-22"
2476,"CUS002476","Dr. Ian Gray","Corporate","Hamburg","Germany","2022-08-10"
2477,"CUS002477","Jay Lynch","Small Business","London","United Kingdom","2021-08-15"
2478,"CUS002478","Christopher Mckay","Corporate","Nottingham","United Kingdom","2023-05-07"
2479,"CUS002479","Dr. Jeffery Miller","Small Business","New York","USA","2019-05-25"
2480,"CUS002480","Elizabeth Medina","Consumer","Berlin","Germany","2024-05-05"
2481,"CUS002481","Casey James","Consumer","Barcelona","Spain","2025-11-28"
2482,"CUS002482","Douglas Hart","Consumer","Bristol","United Kingdom","2024-07-02"
2483,"CUS002483","Mr. Miguel Gonzalez","Online Reseller","Munich","Germany","2024-02-07"
2484,"CUS002484","April Hensley","Consumer","Dublin","Ireland","2023-01-15"
2485,"CUS002485","Jacqueline Sullivan","Corporate","Manchester","United Kingdom","2020-12-15"
2486,"CUS002486","James Harmon","Online Reseller","Barcelona","Spain","2020-10-18"
2487,"CUS002487","Eric Archer","Consumer","Nottingham","United Kingdom","2022-05-13"
2488,"CUS002488","Stephen Riddle","Consumer","Leeds","United Kingdom","2025-01-26"
2489,"CUS002489","Timothy Martin","Consumer","Rotterdam","Netherlands","2022-12-16"
2490,"CUS002490","Tina Wise","Consumer","Leeds","United Kingdom","2023-09-08"
2491,"CUS002491","Hannah Fletcher","Consumer","Cork","Ireland","2023-05-11"
2492,"CUS002492","Isabel Brown","Consumer","Cork","Ireland","2023-06-22"
2493,"CUS002493","Jeff Wright","Consumer","Birmingham","United Kingdom","2021-06-07"
2494,"CUS002494","Thomas Ward","Consumer","Austin","USA","2023-01-28"
2495,"CUS002495","Alyssa Wade","Consumer","Barcelona","Spain","2022-06-11"
2496,"CUS002496","Larry Blackburn","Consumer","London","United Kingdom","2025-02-01"
2497,"CUS002497","David Lane","Small Business","Lyon","France","2023-08-16"
2498,"CUS002498","Candice Wilson","Consumer","London","United Kingdom","2020-10-03"
2499,"CUS002499","Michael Cruz","Consumer","Lyon","France","2023-12-20"
2500,"CUS002500","Valerie Miller","Consumer","London","United Kingdom","2020-12-06"
2501,"CUS002501","Sherri Martin","Corporate","Bristol","United Kingdom","2020-09-30"
2502,"CUS002502","Michael Mason","Consumer","Paris","France","2022-07-20"
2503,"CUS002503","Stacie Willis","Small Business","Dublin","Ireland","2024-06-16"
2504,"CUS002504","Nicole Glass","Corporate","Glasgow","United Kingdom","2019-05-25"
2505,"CUS002505","Ashley Armstrong","Consumer","Paris","France","2019-02-05"
2506,"CUS002506","Robin Adams","Consumer","Madrid","Spain","2020-01-04"
2507,"CUS002507","Paul Hale","Consumer","Manchester","United Kingdom","2020-09-08"
2508,"CUS002508","Christopher Vasquez","Small Business","Barcelona","Spain","2023-01-26"
2509,"CUS002509","Raymond Butler","Corporate","Munich","Germany","2024-01-04"
2510,"CUS002510","Dylan Jordan","Consumer","Dublin","Ireland","2020-02-20"
2511,"CUS002511","Cody Taylor","Small Business","New York","USA","2020-09-14"
2512,"CUS002512","Mr. Brian Bradley","Consumer","Nottingham","United Kingdom","2023-08-06"
2513,"CUS002513","Curtis Brady","Corporate","Birmingham","United Kingdom","2022-02-25"
2514,"CUS002514","Cheryl Bird","Online Reseller","Paris","France","2020-08-23"
2515,"CUS002515","Jessica Durham","Small Business","Madrid","Spain","2020-07-09"
2516,"CUS002516","Mark Miller","Consumer","Rotterdam","Netherlands","2020-11-29"
2517,"CUS002517","Caleb Brown","Corporate","Austin","USA","2023-01-24"
2518,"CUS002518","David Washington","Consumer","Madrid","Spain","2019-03-23"
2519,"CUS002519","Alexandra Adams","Small Business","Barcelona","Spain","2019-12-15"
2520,"CUS002520","Mary Mccormick","Consumer","Amsterdam","Netherlands","2022-05-14"
2521,"CUS002521","Daniel Conner","Consumer","Paris","France","2021-03-18"
2522,"CUS002522","Joseph Hayden","Consumer","Barcelona","Spain","2019-12-07"
2523,"CUS002523","John Sherman","Consumer","Glasgow","United Kingdom","2025-08-14"
2524,"CUS002524","Gabrielle Maldonado","Consumer","London","United Kingdom","2021-11-01"
2525,"CUS002525","Ethan Allen","Online Reseller","Manchester","United Kingdom","2019-04-07"
2526,"CUS002526","James Bishop","Consumer","Dublin","Ireland","2021-09-05"
2527,"CUS002527","Shelley Drake","Consumer","Lyon","France","2023-11-09"
2528,"CUS002528","Seth Morales","Corporate","Manchester","United Kingdom","2024-02-20"
2529,"CUS002529","Tammy Johnson","Corporate","Lyon","France","2020-06-19"
2530,"CUS002530","Joseph Tapia","Corporate","Amsterdam","Netherlands","2019-03-20"
2531,"CUS002531","Danielle Hayes","Small Business","London","United Kingdom","2023-04-06"
2532,"CUS002532","Sheila Robertson","Corporate","Bristol","United Kingdom","2023-03-17"
2533,"CUS002533","April Little","Consumer","Glasgow","United Kingdom","2023-10-05"
2534,"CUS002534","Erica Schultz","Consumer","Manchester","United Kingdom","2022-11-19"
2535,"CUS002535","Tracy Fitzgerald","Consumer","Austin","USA","2022-02-27"
2536,"CUS002536","Cynthia Washington","Small Business","Leeds","United Kingdom","2019-12-14"
2537,"CUS002537","Rebecca Bailey","Small Business","Chicago","USA","2020-04-09"
2538,"CUS002538","Teresa Alvarez","Small Business","London","United Kingdom","2020-03-14"
2539,"CUS002539","Melissa Garcia","Consumer","London","United Kingdom","2020-09-22"
2540,"CUS002540","Lawrence Joseph","Small Business","Berlin","Germany","2019-11-05"
2541,"CUS002541","Sherri Glover","Corporate","Nottingham","United Kingdom","2022-10-29"
2542,"CUS002542","Amanda Jimenez","Consumer","Amsterdam","Netherlands","2024-03-02"
2543,"CUS002543","Ronnie Davies","Small Business","Lyon","France","2020-03-09"
2544,"CUS002544","Mrs. Stephanie Friedman","Corporate","Berlin","Germany","2021-03-28"
2545,"CUS002545","Mr. David Jackson","Consumer","Madrid","Spain","2020-01-11"
2546,"CUS002546","Melissa Garcia","Corporate","Glasgow","United Kingdom","2021-05-11"
2547,"CUS002547","Alyssa Hickman MD","Consumer","Nottingham","United Kingdom","2024-12-08"
2548,"CUS002548","Douglas Ball","Consumer","Glasgow","United Kingdom","2024-07-21"
2549,"CUS002549","Tiffany Lambert","Consumer","Berlin","Germany","2025-08-21"
2550,"CUS002550","Tammy Schultz","Consumer","Amsterdam","Netherlands","2024-09-10"
2551,"CUS002551","Robert Cook II","Online Reseller","London","United Kingdom","2021-12-14"
2552,"CUS002552","Tammy Brown","Corporate","Birmingham","United Kingdom","2021-02-14"
2553,"CUS002553","Thomas Paul","Consumer","Paris","France","2022-08-09"
2554,"CUS002554","Martha Glover","Consumer","New York","USA","2025-08-23"
2555,"CUS002555","Jessica Hall","Consumer","Leeds","United Kingdom","2022-03-15"
2556,"CUS002556","Earl Rodriguez","Small Business","Manchester","United Kingdom","2021-09-13"
2557,"CUS002557","Kevin Lopez","Small Business","Hamburg","Germany","2021-10-27"
2558,"CUS002558","Laura Anderson","Consumer","London","United Kingdom","2019-09-15"
2559,"CUS002559","James Mclaughlin","Corporate","Dublin","Ireland","2023-10-28"
2560,"CUS002560","Kevin Lee","Small Business","Glasgow","United Kingdom","2024-01-01"
2561,"CUS002561","Jeff Wise","Corporate","Bristol","United Kingdom","2022-07-28"
2562,"CUS002562","Taylor Martinez","Corporate","Munich","Germany","2025-10-16"
2563,"CUS002563","Leslie Rodriguez","Corporate","Paris","France","2022-07-30"
2564,"CUS002564","Samuel Stewart","Consumer","Cork","Ireland","2022-05-14"
2565,"CUS002565","Elizabeth Robinson","Consumer","Chicago","USA","2021-02-18"
2566,"CUS002566","Brittany Campbell","Consumer","London","United Kingdom","2022-12-16"
2567,"CUS002567","Sarah Carey","Consumer","Leeds","United Kingdom","2023-07-10"
2568,"CUS002568","Francisco Shaw","Consumer","Cork","Ireland","2020-08-04"
2569,"CUS002569","Denise Abbott","Consumer","Chicago","USA","2019-04-11"
2570,"CUS002570","Lynn Lewis","Consumer","Rotterdam","Netherlands","2020-09-03"
2571,"CUS002571","Vincent Brown","Consumer","Nottingham","United Kingdom","2020-12-08"
2572,"CUS002572","Brittany Moran","Consumer","London","United Kingdom","2019-03-09"
2573,"CUS002573","Taylor Walker","Consumer","London","United Kingdom","2021-03-21"
2574,"CUS002574","Tammy Parsons","Consumer","Leeds","United Kingdom","2025-02-28"
2575,"CUS002575","Monica Evans","Consumer","London","United Kingdom","2024-08-06"
2576,"CUS002576","Susan Moore","Consumer","Glasgow","United Kingdom","2019-09-02"
2577,"CUS002577","James Henderson","Consumer","Nottingham","United Kingdom","2022-08-17"
2578,"CUS002578","Gregory Myers","Consumer","Lyon","France","2024-10-25"
2579,"CUS002579","Nicholas Campbell","Consumer","Madrid","Spain","2019-02-23"
2580,"CUS002580","Meredith Kelley","Consumer","Madrid","Spain","2022-06-26"
2581,"CUS002581","Frank Moody","Corporate","Lyon","France","2025-09-19"
2582,"CUS002582","Amy Michael","Consumer","Manchester","United Kingdom","2023-03-10"
2583,"CUS002583","Matthew Ray","Consumer","New York","USA","2024-04-23"
2584,"CUS002584","John Merritt","Consumer","Leeds","United Kingdom","2021-10-05"
2585,"CUS002585","Robert Gonzalez","Corporate","Manchester","United Kingdom","2022-07-04"
2586,"CUS002586","Heidi Chase","Small Business","Lyon","France","2025-03-23"
2587,"CUS002587","Richard Garrison","Consumer","Glasgow","United Kingdom","2021-03-07"
2588,"CUS002588","William Shelton","Small Business","Barcelona","Spain","2025-06-02"
2589,"CUS002589","Anthony Kelly","Corporate","Madrid","Spain","2025-11-01"
2590,"CUS002590","Tony Wilson","Consumer","Glasgow","United Kingdom","2025-04-26"
2591,"CUS002591","Gina Hamilton","Consumer","Dublin","Ireland","2020-01-27"
2592,"CUS002592","Nathan Sanchez","Corporate","London","United Kingdom","2019-11-30"
2593,"CUS002593","James Turner","Corporate","Cork","Ireland","2021-12-25"
2594,"CUS002594","Carrie Mcgee","Small Business","Leeds","United Kingdom","2022-02-05"
2595,"CUS002595","Wendy Lambert","Small Business","Chicago","USA","2019-08-30"
2596,"CUS002596","John Meyers","Corporate","Dublin","Ireland","2022-09-02"
2597,"CUS002597","Mark Wallace","Consumer","Birmingham","United Kingdom","2020-08-21"
2598,"CUS002598","Bruce Martinez","Consumer","Chicago","USA","2022-07-10"
2599,"CUS002599","Susan Walker","Consumer","Hamburg","Germany","2021-02-09"
2600,"CUS002600","Victoria Mendoza","Consumer","Madrid","Spain","2019-09-06"
2601,"CUS002601","Anna Watkins","Consumer","New York","USA","2024-08-26"
2602,"CUS002602","Zachary Park","Consumer","Glasgow","United Kingdom","2019-02-14"
2603,"CUS002603","Calvin Nguyen","Consumer","London","United Kingdom","2019-04-14"
2604,"CUS002604","Shannon Medina","Small Business","Bristol","United Kingdom","2019-11-19"
2605,"CUS002605","Michael Long","Small Business","Glasgow","United Kingdom","2020-08-27"
2606,"CUS002606","Rachel Moreno","Corporate","Leeds","United Kingdom","2025-08-29"
2607,"CUS002607","Ryan Ryan","Consumer","Manchester","United Kingdom","2022-01-25"
2608,"CUS002608","Marissa Molina","Corporate","Dublin","Ireland","2024-01-31"
2609,"CUS002609","Matthew Wilson","Consumer","Birmingham","United Kingdom","2019-03-11"
2610,"CUS002610","Melissa Smith","Consumer","Glasgow","United Kingdom","2024-05-08"
2611,"CUS002611","Ernest Williams","Small Business","Manchester","United Kingdom","2023-03-17"
2612,"CUS002612","Marissa Miller","Consumer","Hamburg","Germany","2022-08-19"
2613,"CUS002613","Paul Miller","Corporate","Manchester","United Kingdom","2019-05-22"
2614,"CUS002614","Edwin Burch","Corporate","Lyon","France","2025-05-17"
2615,"CUS002615","William Barrett","Consumer","Birmingham","United Kingdom","2020-06-24"
2616,"CUS002616","Angel Bautista","Consumer","Dublin","Ireland","2020-02-23"
2617,"CUS002617","Elaine Ferguson","Consumer","Dublin","Ireland","2023-01-15"
2618,"CUS002618","John Edwards","Consumer","Barcelona","Spain","2022-11-08"
2619,"CUS002619","Yesenia Obrien","Consumer","Chicago","USA","2019-09-12"
2620,"CUS002620","Melissa Bates","Corporate","Cork","Ireland","2025-02-23"
2621,"CUS002621","Andrew Thomas","Consumer","New York","USA","2020-04-17"
2622,"CUS002622","Cindy Anderson","Consumer","Chicago","USA","2019-08-20"
2623,"CUS002623","Leslie Ramirez","Consumer","Paris","France","2021-07-12"
2624,"CUS002624","Jennifer Pierce","Consumer","Dublin","Ireland","2021-08-10"
2625,"CUS002625","Matthew Martin","Consumer","Madrid","Spain","2022-08-15"
2626,"CUS002626","Tony Rhodes","Corporate","Bristol","United Kingdom","2019-03-20"
2627,"CUS002627","Briana Harris","Consumer","Cork","Ireland","2023-08-27"
2628,"CUS002628","Debra Schultz","Consumer","Berlin","Germany","2019-05-28"
2629,"CUS002629","Michelle Elliott","Consumer","Birmingham","United Kingdom","2022-12-02"
2630,"CUS002630","Kayla Martin","Consumer","Lyon","France","2020-11-03"
2631,"CUS002631","Emily French","Consumer","London","United Kingdom","2022-02-26"
2632,"CUS002632","Victor Wright","Consumer","Manchester","United Kingdom","2020-10-16"
2633,"CUS002633","Joseph Sutton","Consumer","Rotterdam","Netherlands","2022-09-01"
2634,"CUS002634","Gary Davis","Consumer","Rotterdam","Netherlands","2022-03-14"
2635,"CUS002635","Paula Thomas","Corporate","Cork","Ireland","2024-09-27"
2636,"CUS002636","Denise Garcia","Consumer","New York","USA","2019-06-20"
2637,"CUS002637","Courtney Lynn","Corporate","Nottingham","United Kingdom","2021-04-22"
2638,"CUS002638","Becky Fox","Corporate","Birmingham","United Kingdom","2022-05-08"
2639,"CUS002639","Leah Roman","Small Business","Amsterdam","Netherlands","2022-05-27"
2640,"CUS002640","Gregory Armstrong","Corporate","Nottingham","United Kingdom","2021-07-30"
2641,"CUS002641","Devin Garcia","Consumer","Munich","Germany","2019-04-08"
2642,"CUS002642","Evan Walton","Small Business","London","United Kingdom","2022-09-29"
2643,"CUS002643","Robert Byrd","Consumer","Bristol","United Kingdom","2022-09-02"
2644,"CUS002644","Kristen Macias","Corporate","Cork","Ireland","2020-11-07"
2645,"CUS002645","Kevin Green","Corporate","Barcelona","Spain","2022-03-14"
2646,"CUS002646","Michelle Sandoval","Small Business","Austin","USA","2021-10-14"
2647,"CUS002647","Keith Adams","Small Business","Nottingham","United Kingdom","2019-05-08"
2648,"CUS002648","Margaret Wood","Online Reseller","Berlin","Germany","2019-01-01"
2649,"CUS002649","Megan Barnes","Corporate","Leeds","United Kingdom","2020-10-15"
2650,"CUS002650","Jeffrey Gomez","Consumer","Manchester","United Kingdom","2021-02-20"
2651,"CUS002651","Dustin Cisneros","Consumer","Barcelona","Spain","2023-09-07"
2652,"CUS002652","Michelle Bradshaw","Small Business","Lyon","France","2020-05-06"
2653,"CUS002653","Mark Miller","Consumer","Manchester","United Kingdom","2021-04-18"
2654,"CUS002654","Randy Bruce","Corporate","Bristol","United Kingdom","2019-05-05"
2655,"CUS002655","Angela Allen","Consumer","Rotterdam","Netherlands","2020-04-06"
2656,"CUS002656","Kenneth Miller","Consumer","London","United Kingdom","2025-07-02"
2657,"CUS002657","Timothy Stokes","Consumer","Lyon","France","2025-04-25"
2658,"CUS002658","Travis Rhodes","Consumer","Dublin","Ireland","2023-06-17"
2659,"CUS002659","Breanna Jimenez","Consumer","Paris","France","2023-11-07"
2660,"CUS002660","Megan Patel","Consumer","Rotterdam","Netherlands","2019-02-24"
2661,"CUS002661","Adrian Lee","Corporate","Berlin","Germany","2022-02-24"
2662,"CUS002662","Adrienne Coleman","Consumer","Lyon","France","2021-12-30"
2663,"CUS002663","Haley Gamble","Online Reseller","Manchester","United Kingdom","2021-02-09"
2664,"CUS002664","Tami Kidd","Small Business","Leeds","United Kingdom","2019-06-30"
2665,"CUS002665","Melinda Williams","Corporate","Rotterdam","Netherlands","2024-06-24"
2666,"CUS002666","Christopher Conrad","Small Business","Austin","USA","2019-07-13"
2667,"CUS002667","Stephanie Thompson","Corporate","Nottingham","United Kingdom","2024-02-12"
2668,"CUS002668","Casey Gomez","Consumer","Austin","USA","2023-03-01"
2669,"CUS002669","Jon Jackson","Consumer","Austin","USA","2022-11-21"
2670,"CUS002670","Gail Shelton","Consumer","Birmingham","United Kingdom","2024-03-29"
2671,"CUS002671","Sarah Hodge","Consumer","Barcelona","Spain","2024-07-18"
2672,"CUS002672","John Baker","Consumer","Lyon","France","2023-11-04"
2673,"CUS002673","Mark Long","Small Business","Manchester","United Kingdom","2022-09-25"
2674,"CUS002674","Tanya Haley","Consumer","Barcelona","Spain","2025-01-17"
2675,"CUS002675","Stephanie Walls","Small Business","Amsterdam","Netherlands","2022-11-07"
2676,"CUS002676","Sarah Brown","Corporate","Dublin","Ireland","2025-01-21"
2677,"CUS002677","Joe Evans","Small Business","Paris","France","2025-06-07"
2678,"CUS002678","Gregory Bowen","Small Business","Glasgow","United Kingdom","2023-06-12"
2679,"CUS002679","Adam Jordan","Small Business","Leeds","United Kingdom","2024-08-15"
2680,"CUS002680","Joseph Roach","Consumer","Hamburg","Germany","2019-01-17"
2681,"CUS002681","Thomas Smith","Corporate","Birmingham","United Kingdom","2020-11-05"
2682,"CUS002682","Danielle Ruiz","Corporate","Austin","USA","2022-10-03"
2683,"CUS002683","Jacob Mcclain","Corporate","Cork","Ireland","2023-03-10"
2684,"CUS002684","Debra Mayo","Consumer","Munich","Germany","2023-05-28"
2685,"CUS002685","Jessica Taylor","Corporate","Manchester","United Kingdom","2020-03-11"
2686,"CUS002686","Abigail Stephenson","Consumer","Bristol","United Kingdom","2021-02-10"
2687,"CUS002687","Ashley Mitchell","Small Business","Austin","USA","2024-07-21"
2688,"CUS002688","Jason Rivera","Corporate","Nottingham","United Kingdom","2022-06-09"
2689,"CUS002689","Melvin Vaughan","Consumer","Leeds","United Kingdom","2021-05-07"
2690,"CUS002690","Victoria Wilson","Online Reseller","Berlin","Germany","2021-02-21"
2691,"CUS002691","Jon Maldonado Jr.","Consumer","Nottingham","United Kingdom","2021-04-28"
2692,"CUS002692","Phyllis Ross","Corporate","Glasgow","United Kingdom","2019-10-02"
2693,"CUS002693","Natalie Petersen","Consumer","Nottingham","United Kingdom","2023-01-04"
2694,"CUS002694","Tyler Sparks","Corporate","Paris","France","2022-05-14"
2695,"CUS002695","Gregory Smith","Consumer","Manchester","United Kingdom","2023-10-22"
2696,"CUS002696","Amber Gallegos","Corporate","Munich","Germany","2025-08-27"
2697,"CUS002697","Kyle Smith","Online Reseller","Leeds","United Kingdom","2024-08-09"
2698,"CUS002698","Douglas Miller","Consumer","Nottingham","United Kingdom","2024-04-23"
2699,"CUS002699","Luke Daniel","Small Business","Rotterdam","Netherlands","2020-02-06"
2700,"CUS002700","Douglas Wilson","Corporate","Birmingham","United Kingdom","2022-12-08"
2701,"CUS002701","Michael Estrada","Online Reseller","Barcelona","Spain","2023-04-06"
2702,"CUS002702","John Patton","Small Business","Leeds","United Kingdom","2019-12-22"
2703,"CUS002703","Nicholas Carr","Consumer","Dublin","Ireland","2020-01-21"
2704,"CUS002704","Scott Fuller","Consumer","Cork","Ireland","2024-04-06"
2705,"CUS002705","Bryan Morales","Corporate","Manchester","United Kingdom","2024-01-23"
2706,"CUS002706","Corey Thomas","Consumer","Leeds","United Kingdom","2020-06-09"
2707,"CUS002707","Curtis Lin","Small Business","Hamburg","Germany","2024-09-04"
2708,"CUS002708","Joseph Graves","Consumer","Birmingham","United Kingdom","2022-01-30"
2709,"CUS002709","Courtney Simmons","Small Business","Lyon","France","2025-01-03"
2710,"CUS002710","Jeffery Williams","Consumer","Paris","France","2020-04-26"
2711,"CUS002711","Jack Hahn","Consumer","Lyon","France","2024-01-25"
2712,"CUS002712","Danielle Jacobson","Consumer","London","United Kingdom","2025-09-28"
2713,"CUS002713","Aaron Guerrero","Corporate","Nottingham","United Kingdom","2019-11-11"
2714,"CUS002714","Dustin Ramirez","Consumer","Leeds","United Kingdom","2023-05-06"
2715,"CUS002715","Jessica King","Small Business","Austin","USA","2023-03-24"
2716,"CUS002716","Geoffrey Rodriguez DDS","Consumer","London","United Kingdom","2025-07-18"
2717,"CUS002717","Patricia Anderson","Corporate","Amsterdam","Netherlands","2020-04-20"
2718,"CUS002718","Robert Paul","Consumer","London","United Kingdom","2025-10-14"
2719,"CUS002719","Lisa Allen","Consumer","Munich","Germany","2023-10-28"
2720,"CUS002720","Kevin Miller","Small Business","Birmingham","United Kingdom","2023-02-17"
2721,"CUS002721","Mark Guzman","Consumer","Paris","France","2019-05-18"
2722,"CUS002722","Warren Henson","Corporate","Birmingham","United Kingdom","2019-10-02"
2723,"CUS002723","Cheryl Griffin","Small Business","Manchester","United Kingdom","2023-01-04"
2724,"CUS002724","Tom Montgomery","Small Business","Dublin","Ireland","2020-07-17"
2725,"CUS002725","John Juarez","Consumer","London","United Kingdom","2021-02-04"
2726,"CUS002726","Brittany Anderson","Corporate","Lyon","France","2025-02-14"
2727,"CUS002727","Michael Snow","Consumer","Manchester","United Kingdom","2021-01-29"
2728,"CUS002728","Sarah Castro","Corporate","Berlin","Germany","2021-08-09"
2729,"CUS002729","Jacob Soto","Consumer","Manchester","United Kingdom","2023-05-20"
2730,"CUS002730","Jeffrey Webb","Consumer","Nottingham","United Kingdom","2019-02-19"
2731,"CUS002731","Tiffany Gibbs","Consumer","Bristol","United Kingdom","2024-12-13"
2732,"CUS002732","Donald Ponce","Consumer","Glasgow","United Kingdom","2021-09-25"
2733,"CUS002733","Tyler Brown","Consumer","Amsterdam","Netherlands","2024-04-28"
2734,"CUS002734","Cheryl Olsen","Consumer","Dublin","Ireland","2023-05-08"
2735,"CUS002735","Joseph Palmer Jr.","Consumer","Hamburg","Germany","2019-10-18"
2736,"CUS002736","Jordan Hart","Small Business","London","United Kingdom","2020-08-18"
